id,sex,age,place,tenure,height,weight,bmi,income,high.bmi
22,female,35,urban,own_house,182.830633572057,66.7510426340592,19.9691751022836,5416.99903131962,FALSE
23,male,35,urban,own_house,156.037160252534,96.6691385042511,39.7037723835963,8070.92471248073,TRUE
24,female,66,urban,own_house,184.779473062823,92.4997418824497,27.0915012842579,5903.80553090788,TRUE
25,male,33,urban,irregular,168.913132785265,88.0537525753225,30.8617845800056,4992.5158564693,TRUE
26,female,32,urban,own_appartment,188.559475199655,62.2327113204444,17.5033832026212,4655.66605678937,FALSE
27,male,54,urban,own_appartment,188.325528258699,85.3544091513952,24.0662027816613,6086.85056311854,FALSE
28,male,58,rural,irregular,156.966424938378,110.855353055774,44.9928118656879,5639.41581110752,TRUE
29,male,74,rural,own_house,159.654536473336,92.3723091818995,36.2392560949916,7024.91165593625,TRUE
30,male,53,urban,own_appartment,168.914806218345,66.7983587828732,23.4115600098804,5543.34350219911,FALSE
31,male,21,urban,rent,157.590748055273,74.5893137400056,30.0341383753324,7431.05724519503,TRUE
32,male,25,urban,own_appartment,171.75644283228,76.0115087356368,25.7663723641523,6027.02064777876,TRUE
33,male,35,urban,rent,178.514584352809,85.8958989192189,26.9541116463897,5831.22391150983,TRUE
34,male,67,urban,rent,163.141625247401,88.3194188483111,33.1838394611363,6135.49661199536,TRUE
35,female,77,rural,own_house,181.981396976042,61.9177202061515,18.69652817127,4928.54902455362,FALSE
36,female,63,rural,irregular,175.008772433821,76.4566590417606,24.9629369305241,3204.73405522946,FALSE
37,female,81,urban,rent,174.24036025409,44.1670575329597,14.5479214098844,4735.55333991083,FALSE
38,male,29,rural,rent,166.866445799603,79.8413542257761,28.6741044689738,6823.58079499573,TRUE
39,male,31,urban,own_appartment,151.572620862409,71.4385105850471,31.0950221970093,7482.25001540634,TRUE
40,male,81,rural,rent,155.271670689519,89.145131155147,36.9754251577411,7468.59680790613,TRUE
41,male,55,rural,rent,170.949091693461,92.808008991751,31.7579061286984,6964.80148126807,TRUE
42,male,80,rural,irregular,167.398935198901,86.7943723500756,30.9732076808975,4072.67599562963,TRUE
43,male,56,urban,irregular,155.579353985685,93.2518098313586,38.5259486720101,4100.82959982494,TRUE
44,female,26,rural,rent,165.203911974193,48.5262903168615,17.7801916566557,4117.47595784813,FALSE
45,male,77,urban,rent,164.040902822009,66.7334881957438,24.7993058397076,6421.50382683585,FALSE
46,female,75,urban,rent,181.452862748181,61.793649721791,18.7679223520996,4858.65992871615,FALSE
47,female,38,urban,rent,182.136400124295,61.8237868498808,18.6364035425713,4357.83822878249,FALSE
48,male,46,rural,irregular,152.074944074495,91.4950347914976,39.5623604788442,4893.77971218837,TRUE
49,female,70,rural,own_house,173.100860786398,70.1620941963201,23.4155351780654,5073.46135863327,FALSE
50,female,34,rural,own_appartment,160.887084571265,68.0227235682587,26.2791705139184,6305.5271188978,TRUE
51,female,33,rural,rent,185.981231405179,65.870098433921,19.0436448949049,5730.14478224511,FALSE
52,female,46,urban,irregular,182.960311068988,86.1096748648267,25.7239803664732,3281.97244016631,TRUE
53,female,32,rural,homeless,187.644979302476,47.5801713701457,13.5130101937615,4785.48301759929,FALSE
54,female,79,urban,rent,186.736825470167,57.2628917302572,16.4215192115299,4805.65446805297,FALSE
55,male,41,urban,own_house,154.931839704115,58.4047463244386,24.3313825105804,5914.93971444493,FALSE
56,male,36,rural,irregular,167.165251492212,96.56629085757,34.5568014934328,4801.5026233216,TRUE
57,female,42,urban,rent,182.804634216738,76.2246562580006,22.8097787209472,4764.05806760489,FALSE
58,female,27,rural,rent,177.12431768065,66.8324963317604,21.3025357438644,5124.46737307753,FALSE
59,male,45,rural,irregular,170.741566553066,97.0252940720201,33.2817722379255,6006.18561030337,TRUE
60,male,30,urban,own_appartment,174.360312521908,69.015374623231,22.7012918566573,6289.5982797511,FALSE
61,male,44,urban,homeless,159.585426930835,102.820852363069,40.3733456724686,6847.5867513317,TRUE
62,female,61,rural,rent,161.281804323684,60.1168424291595,23.1113553342529,5025.20762846627,FALSE
63,female,35,urban,own_house,180.594831559937,65.0878724081008,19.9567327435021,5034.59789082443,FALSE
64,male,70,urban,rent,169.320225441756,80.9909040584853,28.2500077112634,5292.73877346207,TRUE
65,female,34,urban,irregular,177.917729748297,61.3583271244524,19.3836274394605,3443.15949660007,FALSE
66,male,51,urban,own_appartment,177.433022011602,90.4061184850129,28.7163292847115,5451.74805191779,TRUE
67,male,28,rural,irregular,152.945374531,85.5603535095332,36.5763088277627,5026.27349856729,TRUE
68,female,35,rural,own_appartment,186.487265119733,69.5651265626969,20.0029117846329,4757.07587113803,FALSE
69,male,82,urban,own_appartment,160.335091225314,79.2230101647035,30.8172707130347,7462.44321442036,TRUE
70,female,41,rural,rent,167.990343147267,64.8014276212278,22.9623292232988,4371.83932272598,FALSE
71,male,31,urban,rent,165.302047112273,92.9301515013433,34.0094948481079,7524.16789904472,TRUE
72,female,44,urban,rent,187.971927560406,69.7457883914735,19.7393113816901,4856.96205518931,FALSE
73,male,25,rural,rent,161.126524647787,68.5200103636527,26.3926707690152,6398.90837337053,TRUE
74,female,39,rural,rent,189.738260479325,72.3176852765444,20.0879069324579,4508.81007632443,FALSE
75,female,54,urban,irregular,168.756477544455,82.2976672464674,28.8979224737801,3680.10235398728,TRUE
76,male,25,rural,rent,161.838225395476,95.597006492258,36.4990934560511,6403.96709043198,TRUE
77,male,34,urban,rent,167.278001851616,71.77214154911,25.649460847306,5138.93483871892,TRUE
78,male,59,rural,own_appartment,173.176099009752,102.446831919482,34.1603748678366,7621.23413586164,TRUE
79,female,79,urban,rent,165.32224281447,70.2506577850282,25.7032368520951,5291.60816267307,TRUE
80,male,55,urban,irregular,160.878234535853,113.563298306659,43.8776555169557,5672.97628749989,TRUE
81,female,85,urban,rent,169.719017546585,48.0578199972805,16.6841101415751,4457.10193255738,FALSE
82,male,59,urban,own_house,155.418492446593,123.056204787199,50.9445971952217,8360.7648525526,TRUE
83,male,77,urban,own_house,165.927890738801,92.5611219856498,33.6193896962332,6689.25979191584,TRUE
84,male,82,rural,homeless,153.06362667321,60.5545315955405,25.8465541057884,6747.44350541897,TRUE
85,male,43,urban,own_house,161.990904337772,86.4642123591537,32.9499780624798,7055.27832763497,TRUE
86,male,51,rural,own_appartment,157.816413238851,85.2106138967671,34.2128581414805,4954.96912437757,TRUE
87,male,69,urban,rent,157.997884090887,105.398208863196,42.2212112921239,7244.76447979682,TRUE
88,male,44,rural,rent,177.684334061267,107.168652980413,33.9445061130575,5688.26532459037,TRUE
89,male,41,rural,rent,156.033687688766,85.5366211191135,35.1330088659281,7015.40062009919,TRUE
90,female,68,rural,irregular,179.383460954691,86.056262044824,26.7434652874082,3935.45165532088,TRUE
91,male,74,urban,rent,176.53491230777,72.9676326255322,23.4136457848548,6453.22342488637,FALSE
92,male,26,rural,own_house,160.190304279812,83.2671563737993,32.4489972654904,6470.46919252647,TRUE
93,female,60,urban,rent,178.45316985685,58.9426411927576,18.5089191796205,5124.11502210254,FALSE
94,female,48,rural,own_appartment,203.283716575112,66.9575876989941,16.2029694974233,4903.93742993658,FALSE
95,female,39,urban,irregular,185.439920304592,81.210604527196,23.6159966977559,3322.50663732049,FALSE
96,female,76,urban,own_house,177.693788428296,47.2931553139796,14.9779989948913,5500.74316073857,FALSE
97,female,50,rural,own_house,180.632079235864,122.996429390882,37.6966486540615,6934.07624430868,TRUE
98,male,59,rural,rent,172.702125407223,74.1038956940466,24.8453818033119,6218.69591857775,FALSE
99,female,32,urban,own_house,202.753698645763,56.0000357753826,13.6223091995897,4493.33421873825,FALSE
100,female,50,rural,rent,194.155101349539,66.0216361235564,17.5141341046821,5207.60911469295,FALSE
101,male,50,rural,rent,159.414505642182,108.819688934094,42.8205071571759,7652.17714068333,TRUE
102,male,36,urban,rent,166.527854745837,91.6510868262641,33.0494201738591,6477.37657870378,TRUE
103,male,60,urban,irregular,150.043606114256,120.484848914115,53.5177012301881,6907.36906920197,TRUE
104,male,29,urban,rent,165.018551847454,85.4632217326165,31.3843918397104,6575.41553445547,TRUE
105,male,70,urban,rent,170.484880840133,93.220569024971,32.073031353825,7432.41915239604,TRUE
106,male,83,urban,rent,175.03812612519,57.912024266836,18.9018118105295,5827.72404574344,FALSE
107,male,80,urban,rent,146.648081464128,69.7181054329196,32.4184917322511,6740.02324935609,TRUE
108,male,83,rural,irregular,171.380177447041,85.7111328371572,29.1820675788515,4880.05585346217,TRUE
109,male,69,urban,own_house,171.082990763324,75.7904385410689,25.8940959288979,5909.46925457055,TRUE
110,female,47,urban,own_house,185.517887051901,68.7360632588797,19.971609990415,4686.28596108505,FALSE
111,male,68,urban,rent,164.07739022932,99.9914429816825,37.1420060551794,7338.97288651685,TRUE
112,female,30,urban,rent,183.805192430204,59.36976833139,17.5731575427373,4956.35794734212,FALSE
113,male,51,urban,own_house,155.805984806587,65.6691924970249,27.0516278707064,6466.97777042067,TRUE
114,female,46,rural,rent,161.369711982406,79.587955710154,30.5635151723133,6692.68140408977,TRUE
115,female,50,urban,own_appartment,172.226875828454,68.5452671706043,23.1087059457362,5760.34693676463,FALSE
116,male,72,urban,rent,169.87990474618,76.1213088429145,26.376807473771,6161.19909633828,TRUE
117,male,22,urban,rent,160.81793441322,79.2798030459549,30.6544552840004,6233.03458352364,TRUE
118,female,70,rural,own_appartment,166.917438928308,93.3617491687604,33.5093153566948,5329.23946060503,TRUE
119,male,23,rural,rent,164.880970965155,80.803472177861,29.7227473920264,8415.05018984908,TRUE
120,male,27,rural,homeless,167.654522840822,75.4224406896943,26.8330496524224,6811.13330775156,TRUE
121,male,73,rural,rent,175.816410036815,64.7049558050681,20.932385719395,5357.65037869223,FALSE
122,female,52,urban,rent,175.230674349596,69.6647840559641,22.6878337265022,5835.65781937647,FALSE
123,male,22,urban,irregular,160.558218059413,73.8311386252262,28.6400971702185,4370.93305531061,TRUE
124,female,40,urban,rent,162.562387655679,79.4761569789512,30.0743825764851,5324.98956277213,TRUE
125,female,39,urban,own_appartment,169.813988796069,64.9443884044451,22.5213647647276,4913.4014877876,FALSE
126,male,28,urban,rent,162.128067584501,64.2217738060567,24.4323861611583,5047.55062323436,FALSE
127,male,78,urban,rent,159.211403600003,76.2385913038096,30.07644631647,7034.6277032341,TRUE
128,female,54,rural,own_house,183.401804392257,70.3253093942843,20.9076125430596,5048.45389212506,FALSE
129,female,44,rural,own_appartment,198.505552725033,68.5802693244537,17.4041920538253,4952.87587258023,FALSE
130,male,35,urban,own_appartment,155.308251453408,89.3718436008909,37.0520000904799,6590.39986898063,TRUE
131,male,77,urban,irregular,174.690841232948,97.6801893798827,32.0085661893179,4907.73032149933,TRUE
132,female,84,urban,rent,178.753103166859,49.8292790147909,15.5947143273508,4658.1276632709,FALSE
133,female,62,urban,homeless,163.449941760919,48.8127282094538,18.2710514812387,5570.81667110757,FALSE
134,male,35,urban,own_appartment,157.967008482659,71.6048652499904,28.69523226369,6733.5010235188,TRUE
135,male,29,rural,rent,157.816450213048,95.1303920309565,38.1957239081524,6957.87455109451,TRUE
136,female,62,rural,own_appartment,182.89420342031,83.2722376817918,24.89432485224,4881.2996724329,FALSE
137,male,22,urban,irregular,166.745765666678,64.40191868275,23.1626997519807,3202.47545619538,FALSE
138,female,72,rural,own_appartment,172.401331556604,62.838873769954,21.1420531929277,4574.0470262574,FALSE
139,male,38,urban,homeless,175.100297618592,77.0183587102379,25.1200495021722,6270.75024134229,FALSE
140,female,63,rural,own_appartment,171.316801202595,54.3259822152131,18.510053485303,4909.55302144472,FALSE
141,male,38,rural,own_appartment,174.86500229328,89.2163836302528,29.1768779963611,6155.57892498703,TRUE
142,male,20,rural,own_house,152.760330685094,71.3487560772935,30.5749127359004,5873.82750912952,TRUE
143,male,67,urban,own_house,172.266011005516,85.1703952364323,28.7005003455553,6419.33987535965,TRUE
144,female,61,rural,own_appartment,189.156857604061,115.745512568551,32.3489345509761,5399.49872614415,TRUE
145,female,47,urban,own_appartment,193.488308003028,49.5447708370189,13.2339158950422,5285.17537580352,FALSE
146,female,51,urban,own_appartment,181.768269549238,62.2944324502323,18.854416128904,4664.69880341154,FALSE
147,male,33,urban,own_appartment,166.930516102611,88.5037203738132,31.7606992251615,6808.09186490776,TRUE
148,female,88,rural,rent,172.141883872334,57.9048356768488,19.5407725914739,4698.25012059532,FALSE
149,female,66,rural,own_appartment,173.244164613676,67.1007197185142,22.3568157698693,5272.17742948197,FALSE
150,female,43,rural,rent,164.944926964699,56.5294644436973,20.7776748206315,4946.53182666245,FALSE
151,female,51,rural,own_house,168.883232184942,81.7555316312207,28.6644809880377,5700.07306271028,TRUE
152,male,80,urban,rent,164.810660850664,103.979374584645,38.2804116477717,6303.10665331676,TRUE
153,male,26,rural,own_appartment,176.513565670385,75.4008361207509,24.2002574268451,6030.9742916051,FALSE
154,female,52,urban,irregular,188.18275494905,69.8001373793001,19.7104542396316,3134.72446264238,FALSE
155,female,38,urban,rent,180.899209657778,61.8296005694843,18.8939648032555,5222.84042603255,FALSE
156,female,63,rural,own_appartment,171.131847386975,56.4949385797669,19.2906945108656,4684.10368320342,FALSE
157,female,71,urban,rent,183.435777563,58.5009499905178,17.3858059763544,4961.36581330795,FALSE
158,male,72,rural,own_appartment,156.255167897508,63.0268928755839,25.814107713915,5191.54554939451,TRUE
159,male,44,rural,irregular,169.870350715515,101.534977712242,35.1868598296462,3676.44799760693,TRUE
160,male,31,urban,homeless,167.09077595872,79.2313349094,28.3786689215295,6164.96316695629,TRUE
161,female,51,urban,own_house,172.053117056698,68.0759359299702,22.996859439171,5227.95515288553,FALSE
162,female,35,rural,rent,183.52785072977,67.722616269195,20.1061894395062,4160.95974510342,FALSE
163,female,68,urban,rent,192.196640429955,65.1512256679773,17.6372555026558,4572.58054280408,FALSE
164,female,34,urban,rent,172.475916011553,61.1309537982306,20.5496415893061,5374.18145360115,FALSE
165,male,30,urban,rent,176.529652709233,85.0789088606205,27.3015043427129,6460.25688597317,TRUE
166,female,82,urban,irregular,162.852278086196,69.3810898108054,26.1609457974933,4071.11168726673,TRUE
167,male,37,rural,own_house,160.127949970123,71.7084667490506,27.9663732316149,5583.29112607833,TRUE
168,female,21,rural,rent,159.9347110374,46.7329934662753,18.2699828834989,5109.03388849449,FALSE
169,male,38,urban,own_appartment,159.97903978629,107.924160763347,42.1689229449675,7983.523166734,TRUE
170,male,49,rural,own_house,159.078653007511,97.9935703174131,38.723425758487,8506.76335225203,TRUE
171,male,35,urban,irregular,179.194654019818,89.7236986878643,27.9419730947343,4302.51237670673,TRUE
172,female,57,urban,rent,185.883449346238,56.648984747318,16.3949722223054,4415.68808054228,FALSE
173,male,63,rural,own_house,164.635833246478,85.408729446576,31.510371918821,5068.62763342484,TRUE
174,female,38,rural,rent,165.147741391158,77.6501345341433,28.4706206976112,5672.36910082994,TRUE
175,female,69,urban,homeless,182.153687782628,50.8843912710524,15.335878075568,4032.43110618831,FALSE
176,female,25,rural,rent,177.332896452004,54.9663893970973,17.4790809992358,4656.90745201879,FALSE
177,female,22,urban,rent,167.555230866644,42.2948824372751,15.0650938355721,4742.92605187774,FALSE
178,male,63,rural,rent,159.003627638111,92.3488954278831,36.5273057356509,6634.36099823182,TRUE
179,male,39,urban,rent,153.502862103072,83.9517427237027,35.628436225842,6870.47027706537,TRUE
180,male,82,urban,rent,156.933936191598,82.7670148100963,33.6065210070971,6611.61170905546,TRUE
181,female,22,urban,own_house,177.154363205975,56.6014877261067,18.0353319438113,4617.55074891647,FALSE
182,male,74,urban,own_house,154.778394832046,74.1476208985094,30.95113247003,7076.2129318957,TRUE
183,female,76,urban,homeless,181.321170518113,52.1625728632042,15.865800037051,4723.24512710421,FALSE
184,male,77,rural,own_house,162.930911352472,78.2283286077775,29.4684353951858,5826.55180548067,TRUE
185,male,79,urban,own_house,169.857521326362,69.1758759359063,23.9764622275164,5739.03492590289,FALSE
186,male,37,rural,rent,165.430849652548,83.3508655809636,30.4562980339089,7856.39848880202,TRUE
187,female,85,urban,rent,174.719360223072,56.0045219913897,18.3459849666368,4658.83928354685,FALSE
188,female,46,rural,irregular,177.332520649782,78.864149063258,25.0785745078884,3906.97796109978,FALSE
189,male,52,rural,irregular,146.891447400042,84.1313298159755,38.9910322834773,4612.60267654918,TRUE
190,male,20,rural,rent,166.45986685258,81.5041583683245,29.4144465515883,4996.84219036212,TRUE
191,female,54,urban,rent,191.777318364288,86.6324707293277,23.555168614244,5263.69142573691,FALSE
192,male,28,rural,own_house,174.8503535169,79.4962280451538,26.0024034949944,6546.28737654615,TRUE
193,female,30,urban,homeless,193.998311313492,55.3429585609744,14.7050489018033,5075.91275480839,FALSE
194,female,82,rural,own_appartment,178.234588956671,60.0859408848233,18.9142396924372,4657.09819588046,FALSE
195,female,80,urban,own_appartment,179.814217486732,49.6125577902816,15.3441757075964,4802.01957959575,FALSE
196,female,55,urban,irregular,191.429195988865,76.2905791449706,20.81874574102,3334.48688821921,FALSE
197,male,44,rural,own_house,156.055843919248,79.7282847529618,32.738015330389,6847.7745053646,TRUE
198,male,65,rural,irregular,156.338305271138,88.6884358413245,36.2857576680138,4166.44843106421,TRUE
199,male,28,urban,own_house,158.005760654787,82.6805812405368,33.117510226186,5286.36044707291,TRUE
200,female,44,rural,own_house,169.55885409391,65.552781614057,22.8008049369798,5382.03738836819,FALSE
201,female,43,rural,own_appartment,178.314379199621,45.9250766797079,14.4436567265103,4716.27468263592,FALSE
202,male,35,urban,rent,166.461410327917,80.9561890670228,29.2161453407121,5678.29666042272,TRUE
203,male,31,urban,homeless,159.208122404361,65.5957379228393,25.8788623666289,4993.81411972199,TRUE
204,male,68,urban,homeless,168.200847105675,66.5103625313194,23.508935134724,5657.84035543544,FALSE
205,female,78,urban,irregular,183.776595099363,72.2513284548638,21.3926918209739,3452.89616160347,FALSE
206,male,56,urban,rent,166.979498837492,77.962822783998,27.9615504206096,6556.72997470107,TRUE
207,female,40,urban,rent,169.23954240425,72.2330649373928,25.2192611048046,5679.2817767307,FALSE
208,female,74,rural,rent,182.461847109212,54.8432535729057,16.4732419563104,4302.50439534306,FALSE
209,female,22,urban,own_house,183.439789612268,49.0929399115759,14.5892159635311,4341.82129713792,FALSE
210,female,62,urban,rent,167.384706457019,61.1267332500301,21.8172313394972,4726.21019467953,FALSE
211,male,50,urban,rent,167.288636395991,71.9129327139359,25.6965085100923,6096.91798677462,TRUE
212,female,41,urban,irregular,183.593208135935,85.1143712652194,25.2516449156236,3906.4577888156,FALSE
213,female,78,urban,own_appartment,178.483641463312,62.9633564880311,19.7647368157224,5620.03596703324,FALSE
214,female,46,rural,rent,177.864687753334,70.798608249512,22.3792357810868,5393.97185781313,FALSE
215,female,71,urban,rent,203.472062755553,61.6480085919592,14.8905067023903,4662.51220582793,FALSE
216,male,66,urban,rent,166.114096967616,117.943063527216,42.7424512459272,8196.97284794491,TRUE
217,female,30,urban,rent,168.069283162477,57.1855107533513,20.244605063359,5019.22555977643,FALSE
218,male,38,rural,rent,163.766333168227,89.4674676705922,33.3592205798604,6260.7873505565,TRUE
219,female,87,rural,rent,158.626573876967,51.5119267038021,20.4717941446522,4946.76679844761,FALSE
220,male,51,rural,rent,167.607113449856,152.072051078235,54.133300927579,10125.4371731319,TRUE
221,male,28,rural,irregular,174.47822675818,81.3012461708773,26.7063615894143,4598.87346106079,TRUE
222,female,32,urban,own_house,180.790815067897,59.7263681750699,18.2731484177755,4689.09414268821,FALSE
223,female,25,urban,own_appartment,172.913948828167,63.7549517365958,21.3232728228691,4331.19753222285,FALSE
224,female,44,urban,irregular,179.723997686787,68.2275507753468,21.1226129352338,3640.30621253451,FALSE
225,female,70,urban,rent,175.599722204087,69.2730797112489,22.4655392021366,5357.03295497126,FALSE
226,male,44,urban,rent,166.044598411259,123.772699142226,44.892661895264,7870.42137394561,TRUE
227,male,29,urban,own_appartment,166.041416621358,88.1868874298613,31.986826476458,6328.47408400401,TRUE
228,male,31,rural,rent,152.87542621357,69.2979419427275,29.6513844059264,5987.99645210368,TRUE
229,male,43,rural,own_house,162.517407161737,93.3053431292629,35.3269988803288,7174.54372129699,TRUE
230,male,32,urban,rent,165.976824027406,76.4494934133816,27.7510686487933,5458.41397575494,TRUE
231,female,26,urban,own_appartment,180.362093432532,53.879656494388,16.5628200479711,4892.23144777816,FALSE
232,male,57,urban,irregular,151.391529951208,88.8034337462892,38.7459758100843,5338.51099669154,TRUE
233,female,35,urban,rent,188.554662620754,62.7712703201654,17.6557579094116,4271.53408221893,FALSE
234,female,84,urban,rent,174.59728864537,51.8995773718509,17.0250670494295,4176.86349753164,FALSE
235,female,36,rural,rent,173.012805499324,58.3745594732028,19.5014596666403,4923.24363553486,FALSE
236,female,77,rural,rent,189.199590444019,51.0100853764949,14.2500263201909,4339.37028883379,FALSE
237,female,27,urban,rent,180.63599924412,62.8603139766781,19.2649521293826,4045.09879679847,FALSE
238,male,26,rural,rent,170.726669444785,75.2921114995284,25.8313283807507,6840.66704099878,TRUE
239,male,68,urban,rent,163.606146495944,90.1087439803292,33.6641540067506,6395.61821815889,TRUE
240,male,78,rural,rent,156.096183843459,96.689689073734,39.6821863347437,7636.67485741853,TRUE
241,female,55,rural,rent,173.548096178308,70.2306191003972,23.3177579179158,4687.70647604834,FALSE
242,female,56,rural,own_appartment,184.291148039915,70.0478662866751,20.6246202045459,6035.71484383137,FALSE
243,male,21,urban,irregular,172.614805081284,64.8342794491286,21.7594845924704,3411.51602388847,FALSE
244,female,61,rural,own_appartment,173.078641881615,62.364408234076,20.8185198225136,4427.94212579431,FALSE
245,female,76,urban,own_appartment,171.109546000243,51.3870512468192,17.5511355035549,5015.64266942977,FALSE
246,male,33,urban,rent,168.77153825061,75.1214259657584,26.3733565203263,5536.06123324165,TRUE
247,female,65,urban,own_appartment,179.015069419452,75.4024084732552,23.5291390144769,4879.44104585883,FALSE
248,male,44,rural,rent,176.897328061256,94.1663084687661,30.0921348329148,7185.37277292723,TRUE
249,female,39,rural,rent,180.733155027951,71.1099300904435,21.7698076377873,4999.69603437742,FALSE
250,female,49,rural,rent,181.264571094106,50.0739396940719,15.2400329671225,4513.08154897548,FALSE
251,female,58,rural,own_appartment,205.292230895471,106.164363504283,25.1903227526765,5386.13354541582,FALSE
252,male,29,urban,own_house,162.998048908131,68.9581095217176,25.9549702258872,5906.59010626363,TRUE
253,female,79,rural,own_appartment,183.984130622863,55.9172578692536,16.5190525949975,4270.68845769638,FALSE
254,female,57,urban,rent,186.885320552998,69.8730193070268,20.0059477631143,5316.86646706412,FALSE
255,male,46,urban,own_appartment,176.594406951454,81.1967898942694,26.0366419366078,6083.54616740817,TRUE
256,male,69,rural,rent,169.749998128942,87.22919376745,30.272082765882,6599.23104662164,TRUE
257,female,48,urban,rent,183.258007061761,63.501006768437,18.9083961329459,5910.48825037467,FALSE
258,male,74,rural,rent,165.329438817677,74.9823123437743,27.4320615201617,6283.32358969672,TRUE
259,female,44,rural,rent,175.663778901483,72.6611474518949,23.5471206835983,5760.88490275508,FALSE
260,male,39,urban,rent,169.684747026773,77.2492554669798,26.8292598476576,5984.92725192796,TRUE
261,female,74,urban,rent,163.408398040224,61.9680729932764,23.2070130415424,5247.71314667633,FALSE
262,male,43,rural,own_house,170.124426698371,88.7359011721306,30.6595668408347,6937.24812511539,TRUE
263,male,75,urban,rent,164.71715238345,81.8860668820463,30.1809121010575,6628.98708718419,TRUE
264,female,58,urban,irregular,181.867150477024,95.8657532922129,28.9837760054567,4196.87663965038,TRUE
265,male,74,urban,own_appartment,159.416144144874,68.6885341656242,27.0283570574234,6142.73580869609,TRUE
266,male,63,urban,own_house,158.011607438029,105.462372368519,42.2395764029107,8114.21640756255,TRUE
267,female,61,rural,rent,177.80962268183,52.6248784252206,16.6448767919765,4885.01461449175,FALSE
268,female,25,rural,own_appartment,182.741695303256,51.1534639254001,15.317918297063,5020.8442033514,FALSE
269,male,77,urban,own_appartment,171.081836682914,77.0624434271917,26.3290365251989,5299.79755890978,TRUE
270,male,68,rural,rent,171.49181698405,80.1058707713293,27.2381459161393,6250.43604045057,TRUE
271,male,44,urban,rent,163.202972175009,95.6685459221142,35.918074408585,6333.72707982293,TRUE
272,male,74,urban,rent,167.790110282724,98.4840691145995,34.9810841544101,9489.97328186903,TRUE
273,male,31,rural,irregular,155.790127233409,82.912995740577,34.1619571004478,4760.8100797479,TRUE
274,male,58,rural,homeless,163.177694049717,74.8749023907156,28.1199591893398,6358.16661946514,TRUE
275,female,74,urban,rent,183.18324768017,65.2642534322199,19.4492950890462,4725.88329723022,FALSE
276,female,38,rural,own_appartment,162.740830536946,75.5456250218208,28.5243832237086,5359.63953637713,TRUE
277,male,29,urban,rent,180.50354265589,70.4824761284812,21.632648461742,5152.32414316387,FALSE
278,female,58,rural,rent,189.806443126665,68.7976117326998,19.0963981373511,4377.40685118904,FALSE
279,female,70,urban,homeless,181.722888115862,60.0056294799022,18.1707450594997,4603.24462727046,FALSE
280,female,24,urban,rent,184.862515019547,47.3377711512121,13.8519237201549,4968.23766141747,FALSE
281,female,40,urban,rent,178.396161590836,60.5357973219585,19.0213464325904,5018.80805312271,FALSE
282,male,49,urban,own_appartment,162.342120489422,88.743430036758,33.6723775265018,6753.30984364076,TRUE
283,male,25,urban,homeless,164.955823434532,60.7430382115324,22.3234444692227,5511.302702438,FALSE
284,female,74,rural,rent,179.284199126552,63.5556287766685,19.7728826393886,5087.68733172607,FALSE
285,female,40,urban,homeless,176.381005440889,63.8117479506516,20.5114807259768,5064.77928434879,FALSE
286,female,37,rural,irregular,175.482678542131,82.6644024712868,26.8441725216554,3899.42024626764,TRUE
287,male,47,urban,own_house,170.813010745811,104.403862704711,35.7828288853114,6622.78721474017,TRUE
288,male,80,rural,irregular,174.591886644026,94.6228438986176,31.0418703484016,5278.73442781121,TRUE
289,female,32,rural,rent,173.981827546638,71.0837409853221,23.4834823610749,5000.61625794844,FALSE
290,male,73,rural,own_appartment,164.466428833354,108.271972071685,40.0277816725218,7769.94101738961,TRUE
291,female,51,urban,irregular,164.701794771598,84.9587944562925,31.319273385056,3751.03868341261,TRUE
292,male,45,rural,rent,149.14539067532,96.5802758950876,43.4178955511773,7199.73283994048,TRUE
293,male,37,urban,irregular,155.449074547397,86.4111930065965,35.7596878723284,5176.22253091824,TRUE
294,male,62,rural,rent,169.763459369852,106.366539081641,36.9076671677127,5665.82523466691,TRUE
295,female,47,urban,own_house,177.460566059098,62.2300834166831,19.7604421610669,4936.24525666747,FALSE
296,male,66,urban,rent,151.328725273618,115.974750157432,50.6431484952738,9372.9315151452,TRUE
297,male,26,rural,rent,172.871603148551,63.9796858323943,21.4089212254626,5397.48853021664,FALSE
298,male,81,rural,rent,179.121431068008,90.2641513252891,28.1332692445421,6780.51519525823,TRUE
299,male,68,urban,rent,160.175013996792,79.1846790663572,30.8639580240415,6755.54213245658,TRUE
300,female,69,rural,own_house,188.530389061685,48.3913905264213,13.6146152988163,5464.39693594949,FALSE
301,female,22,rural,own_house,194.434156425019,41.5806052784922,10.9988096634311,3612.71917891491,FALSE
302,male,73,urban,rent,165.659867599744,79.3237742687353,28.9047188971369,6415.57256584216,TRUE
303,female,59,urban,rent,177.387000460722,83.4731761375585,26.5279297347577,6104.27620863025,TRUE
304,female,61,urban,own_appartment,180.704422762835,71.5268550313951,21.9044102967957,4650.56042283893,FALSE
305,female,38,urban,rent,180.665442545552,64.4034485762352,19.7314474182234,4162.01301029189,FALSE
306,female,86,urban,rent,163.869229001732,47.9324449945405,17.8498578464196,4771.06432901437,FALSE
307,female,28,urban,rent,186.063547971051,56.9799587147958,16.4588517739861,5091.81061147526,FALSE
308,female,59,rural,homeless,166.987733461836,60.8096375973014,21.8073691419891,5594.23641841633,FALSE
